,econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen,lrecon,galtan,party_id,party_id,party_id,party_id
1126,6.0,6.0,6.0,5.0,5.0,,4.0,5.0,5.0,2516.0,2516.0,2516.0,2516.0
1127,3.0,6.0,8.0,7.0,10.0,5.0,9.0,3.0,10.0,2521.0,2521.0,2521.0,2521.0
1128,,,,,,,,,,2522.0,2522.0,2522.0,2522.0
1129,,,,,,,,,,2523.0,2523.0,2523.0,2523.0
1130,2.0,5.0,5.0,7.0,6.0,8.0,4.0,4.0,7.0,2507.0,2507.0,2507.0,2507.0
1131,7.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,2506.0,2506.0,2506.0,2506.0
1132,2.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2501.0,2501.0,2501.0,2501.0
1133,8.0,7.0,8.0,4.0,3.0,4.0,7.0,8.0,4.0,2518.0,2518.0,2518.0,2518.0
1134,3.0,5.0,3.0,7.0,8.0,10.0,4.0,3.0,9.0,2511.0,2511.0,2511.0,2511.0
1135,5.0,7.0,3.0,7.0,7.0,7.0,4.0,5.0,7.0,2515.0,2515.0,2515.0,2515.0
1136,7.0,5.0,6.0,,5.0,5.0,5.0,6.0,5.0,2516.0,2516.0,2516.0,2516.0
1137,,,3.0,8.0,9.0,10.0,6.0,4.0,8.0,2521.0,2521.0,2521.0,2521.0
1138,,2.0,5.0,,,,6.0,5.0,5.0,2522.0,2522.0,2522.0,2522.0
1139,,5.0,5.0,5.0,,3.0,6.0,6.0,4.0,2523.0,2523.0,2523.0,2523.0
1140,3.0,7.0,7.0,10.0,10.0,10.0,4.0,5.0,10.0,2507.0,2507.0,2507.0,2507.0
1141,4.0,6.0,6.0,7.0,6.0,4.0,7.0,7.0,4.0,2506.0,2506.0,2506.0,2506.0
1142,2.0,3.0,1.0,5.0,7.0,2.0,2.0,3.0,3.0,2501.0,2501.0,2501.0,2501.0
1143,8.0,7.0,3.0,4.0,3.0,1.0,8.0,8.0,2.0,2518.0,2518.0,2518.0,2518.0
1144,0.0,5.0,0.0,10.0,10.0,10.0,0.0,1.0,10.0,2511.0,2511.0,2511.0,2511.0
1145,1.0,5.0,1.0,10.0,9.0,9.0,3.0,1.0,9.0,2515.0,2515.0,2515.0,2515.0
1146,7.0,7.0,6.0,4.0,5.0,7.0,5.0,6.0,6.0,2516.0,2516.0,2516.0,2516.0
1147,0.0,5.0,0.0,10.0,10.0,10.0,0.0,1.0,10.0,2521.0,2521.0,2521.0,2521.0
1148,5.0,4.0,6.0,6.0,5.0,5.0,6.0,7.0,4.0,2522.0,2522.0,2522.0,2522.0
1149,1.0,3.0,1.0,7.0,5.0,3.0,8.0,1.0,3.0,2523.0,2523.0,2523.0,2523.0
1150,3.0,5.0,3.0,7.0,8.0,7.0,3.0,3.0,8.0,2507.0,2507.0,2507.0,2507.0
1151,4.0,5.0,3.0,5.0,7.0,5.0,6.0,4.0,6.0,2506.0,2506.0,2506.0,2506.0
1152,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2501.0,2501.0,2501.0,2501.0
1153,7.0,6.0,6.0,3.0,4.0,3.0,7.0,7.0,2.0,2518.0,2518.0,2518.0,2518.0
1154,2.0,6.0,3.0,8.0,8.0,8.0,4.0,3.0,9.0,2511.0,2511.0,2511.0,2511.0
1155,3.0,6.0,3.0,8.0,7.0,8.0,5.0,4.0,7.0,2515.0,2515.0,2515.0,2515.0
1156,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,2516.0,2516.0,2516.0,2516.0
1157,1.0,6.0,2.0,8.0,9.0,9.0,2.0,2.0,9.0,2521.0,2521.0,2521.0,2521.0
1158,3.0,3.0,4.0,6.0,4.0,4.0,3.0,3.0,2.0,2522.0,2522.0,2522.0,2522.0
1159,3.0,,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2523.0,2523.0,2523.0,2523.0
1160,1.0,6.0,7.0,8.0,5.0,9.0,7.0,2.0,8.0,2507.0,2507.0,2507.0,2507.0
1161,5.0,5.0,5.0,5.0,5.0,8.0,8.0,6.0,7.0,2506.0,2506.0,2506.0,2506.0
1162,2.0,5.0,7.0,5.0,5.0,3.0,2.0,2.0,4.0,2501.0,2501.0,2501.0,2501.0
1163,8.0,5.0,3.0,2.0,3.0,2.0,2.0,8.0,3.0,2518.0,2518.0,2518.0,2518.0
1164,3.0,5.0,,7.0,7.0,9.0,9.0,2.0,10.0,2511.0,2511.0,2511.0,2511.0
1165,3.0,5.0,,,7.0,8.0,9.0,3.0,10.0,2515.0,2515.0,2515.0,2515.0
1166,3.0,5.0,5.0,,9.0,8.0,7.0,3.0,10.0,2516.0,2516.0,2516.0,2516.0
1167,,5.0,,7.0,,8.0,,,,2521.0,2521.0,2521.0,2521.0
1168,,8.0,,,,,,,,2522.0,2522.0,2522.0,2522.0
1169,5.0,6.0,6.0,3.0,3.0,3.0,7.0,6.0,3.0,2523.0,2523.0,2523.0,2523.0
1170,5.0,5.0,6.0,8.0,4.0,8.0,6.0,8.0,8.0,2507.0,2507.0,2507.0,2507.0
1171,7.0,5.0,7.0,7.0,3.0,9.0,7.0,9.0,7.0,2506.0,2506.0,2506.0,2506.0
1172,4.0,5.0,3.0,6.0,4.0,3.0,4.0,7.0,4.0,2501.0,2501.0,2501.0,2501.0
1173,8.0,5.0,9.0,7.0,2.0,3.0,8.0,9.0,3.0,2518.0,2518.0,2518.0,2518.0
1174,4.0,,3.0,5.0,3.0,8.0,4.0,5.0,8.0,2511.0,2511.0,2511.0,2511.0
1175,5.0,,5.0,8.0,8.0,10.0,5.0,5.0,8.0,2515.0,2515.0,2515.0,2515.0
1176,6.0,,6.0,6.0,4.0,5.0,5.0,6.0,4.0,2516.0,2516.0,2516.0,2516.0
1177,5.0,,5.0,5.0,,5.0,5.0,7.0,,2521.0,2521.0,2521.0,2521.0
1178,,,,,,,,,,2522.0,2522.0,2522.0,2522.0
1179,,,,,,,,,,2523.0,2523.0,2523.0,2523.0
1180,3.0,5.0,4.0,7.0,8.0,8.0,6.0,4.0,8.0,2507.0,2507.0,2507.0,2507.0
1181,5.0,5.0,5.0,4.0,6.0,5.0,7.0,7.0,6.0,2506.0,2506.0,2506.0,2506.0
1182,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2501.0,2501.0,2501.0,2501.0
1183,8.0,6.0,7.0,3.0,3.0,3.0,8.0,8.0,3.0,2518.0,2518.0,2518.0,2518.0
1184,4.0,6.0,3.0,9.0,7.0,8.0,9.0,3.0,9.0,2511.0,2511.0,2511.0,2511.0
1185,3.0,7.0,3.0,8.0,7.0,9.0,9.0,3.0,8.0,2515.0,2515.0,2515.0,2515.0
1186,5.0,6.0,4.0,6.0,7.0,6.0,5.0,4.0,4.0,2516.0,2516.0,2516.0,2516.0
1187,4.0,6.0,4.0,8.0,7.0,8.0,7.0,4.0,8.0,2521.0,2521.0,2521.0,2521.0
1188,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2522.0,2522.0,2522.0,2522.0
1189,3.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,2523.0,2523.0,2523.0,2523.0
1190,0.0,9.0,0.0,10.0,9.0,10.0,9.0,3.0,10.0,2605.0,2605.0,2605.0,2605.0
1191,3.0,8.0,2.0,5.0,5.0,8.0,5.0,8.0,4.0,2603.0,2603.0,2603.0,2603.0
1192,1.0,8.0,0.0,5.0,4.0,4.0,2.0,2.0,4.0,2601.0,2601.0,2601.0,2601.0
1193,1.0,9.0,0.0,6.0,7.0,8.0,4.0,3.0,6.0,2606.0,2606.0,2606.0,2606.0
1194,4.0,8.0,3.0,6.0,7.0,9.0,6.0,7.0,6.0,2617.0,2617.0,2617.0,2617.0
1195,2.0,3.0,2.0,3.0,3.0,6.0,3.0,7.0,3.0,2618.0,2618.0,2618.0,2618.0
1196,2.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0,2.0,2621.0,2621.0,2621.0,2621.0
1197,,,,,,,,,,2620.0,2620.0,2620.0,2620.0
1198,9.0,,9.0,4.0,9.0,8.0,8.0,9.0,8.0,2619.0,2619.0,2619.0,2619.0
1199,3.0,8.0,5.0,8.0,8.0,7.0,7.0,5.0,7.0,2605.0,2605.0,2605.0,2605.0
1200,6.0,6.0,7.0,3.0,4.0,3.0,5.0,6.0,4.0,2603.0,2603.0,2603.0,2603.0
1201,5.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,2601.0,2601.0,2601.0,2601.0
1202,4.0,6.0,5.0,6.0,7.0,6.0,6.0,3.0,6.0,2606.0,2606.0,2606.0,2606.0
1203,6.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,5.0,2617.0,2617.0,2617.0,2617.0
1204,10.0,,9.0,3.0,4.0,3.0,5.0,8.0,3.0,2618.0,2618.0,2618.0,2618.0
1205,5.0,2.0,5.0,2.0,2.0,0.0,2.0,4.0,1.0,2621.0,2621.0,2621.0,2621.0
1206,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2620.0,2620.0,2620.0,2620.0
1207,10.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,6.0,2619.0,2619.0,2619.0,2619.0
1208,3.0,8.0,3.0,8.0,8.0,8.0,7.0,5.0,8.0,2605.0,2605.0,2605.0,2605.0
1209,6.0,4.0,6.0,4.0,5.0,4.0,5.0,6.0,6.0,2603.0,2603.0,2603.0,2603.0
1210,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2601.0,2601.0,2601.0,2601.0
1211,4.0,7.0,4.0,5.0,6.0,7.0,6.0,4.0,7.0,2606.0,2606.0,2606.0,2606.0
1212,6.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,2617.0,2617.0,2617.0,2617.0
1213,7.0,5.0,7.0,3.0,4.0,2.0,5.0,7.0,3.0,2618.0,2618.0,2618.0,2618.0
1214,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2621.0,2621.0,2621.0,2621.0
1215,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2620.0,2620.0,2620.0,2620.0
1216,5.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,2619.0,2619.0,2619.0,2619.0
1217,1.0,8.0,1.0,9.0,9.0,9.0,8.0,3.0,9.0,2605.0,2605.0,2605.0,2605.0
1218,6.0,6.0,7.0,3.0,2.0,2.0,7.0,8.0,5.0,2603.0,2603.0,2603.0,2603.0
1219,5.0,4.0,6.0,2.0,2.0,2.0,4.0,6.0,4.0,2601.0,2601.0,2601.0,2601.0
1220,4.0,5.0,4.0,4.0,5.0,7.0,5.0,5.0,6.0,2606.0,2606.0,2606.0,2606.0
1221,8.0,7.0,5.0,8.0,9.0,9.0,6.0,5.0,8.0,2617.0,2617.0,2617.0,2617.0
1222,7.0,5.0,8.0,3.0,2.0,2.0,7.0,8.0,3.0,2618.0,2618.0,2618.0,2618.0
1223,4.0,2.0,4.0,1.0,1.0,0.0,3.0,4.0,1.0,2621.0,2621.0,2621.0,2621.0
1224,3.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,2620.0,2620.0,2620.0,2620.0
1225,10.0,8.0,9.0,,9.0,10.0,10.0,9.0,10.0,2619.0,2619.0,2619.0,2619.0
1226,2.0,8.0,2.0,9.0,7.0,8.0,8.0,3.0,9.0,2605.0,2605.0,2605.0,2605.0
1227,5.0,4.0,4.0,5.0,5.0,3.0,6.0,5.0,6.0,2603.0,2603.0,2603.0,2603.0
1228,2.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,4.0,2601.0,2601.0,2601.0,2601.0
1229,3.0,6.0,3.0,7.0,6.0,7.0,7.0,3.0,9.0,2606.0,2606.0,2606.0,2606.0
1230,,,6.0,,,,,,,2617.0,2617.0,2617.0,2617.0
1231,1.0,2.0,3.0,2.0,4.0,2.0,2.0,,,2618.0,2618.0,2618.0,2618.0
1232,1.0,2.0,3.0,2.0,,1.0,2.0,,3.0,2621.0,2621.0,2621.0,2621.0
1233,1.0,2.0,2.0,2.0,,1.0,2.0,,2.0,2620.0,2620.0,2620.0,2620.0
1234,9.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,2619.0,2619.0,2619.0,2619.0
1235,1.0,7.0,,8.0,10.0,9.0,8.0,2.0,10.0,2605.0,2605.0,2605.0,2605.0
1236,6.0,5.0,,3.0,6.0,6.0,5.0,5.0,6.0,2603.0,2603.0,2603.0,2603.0
1237,4.0,4.0,,2.0,4.0,3.0,3.0,5.0,3.0,2601.0,2601.0,2601.0,2601.0
1238,3.0,6.0,,5.0,7.0,6.0,6.0,4.0,9.0,2606.0,2606.0,2606.0,2606.0
1239,3.0,7.0,,7.0,9.0,9.0,8.0,,9.0,2617.0,2617.0,2617.0,2617.0
1240,7.0,2.0,,2.0,4.0,2.0,6.0,7.0,2.0,2618.0,2618.0,2618.0,2618.0
1241,,1.0,,0.0,2.0,0.0,2.0,4.0,0.0,2621.0,2621.0,2621.0,2621.0
1242,2.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2620.0,2620.0,2620.0,2620.0
1243,10.0,9.0,,10.0,10.0,10.0,10.0,9.0,10.0,2619.0,2619.0,2619.0,2619.0
1244,1.0,9.0,2.0,9.0,8.0,9.0,7.0,3.0,9.0,2605.0,2605.0,2605.0,2605.0
1245,7.0,3.0,6.0,2.0,3.0,3.0,5.0,5.0,4.0,2603.0,2603.0,2603.0,2603.0
1246,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2601.0,2601.0,2601.0,2601.0
1247,6.0,7.0,6.0,7.0,5.0,6.0,6.0,5.0,6.0,2606.0,2606.0,2606.0,2606.0
1248,8.0,9.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,2617.0,2617.0,2617.0,2617.0
1249,7.0,3.0,7.0,2.0,2.0,3.0,5.0,7.0,3.0,2618.0,2618.0,2618.0,2618.0
1250,4.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0,2621.0,2621.0,2621.0,2621.0
1251,0.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2620.0,2620.0,2620.0,2620.0
1252,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2619.0,2619.0,2619.0,2619.0
1253,2.0,,2.0,,10.0,2.0,8.0,2.0,9.0,2605.0,2605.0,2605.0,2605.0
1254,6.0,,7.0,,,8.0,7.0,8.0,3.0,2603.0,2603.0,2603.0,2603.0
1255,2.0,,2.0,,,,2.0,3.0,7.0,2601.0,2601.0,2601.0,2601.0
1256,2.0,,1.0,,,,1.0,2.0,8.0,2606.0,2606.0,2606.0,2606.0
1257,,,,,,,6.0,6.0,,2617.0,2617.0,2617.0,2617.0
1258,,,,,,,,,,2618.0,2618.0,2618.0,2618.0
1259,,,,,,,,,,2621.0,2621.0,2621.0,2621.0
1260,,,,,,,,,,2620.0,2620.0,2620.0,2620.0
1261,,,,,,,,,,2619.0,2619.0,2619.0,2619.0
1262,0.0,9.0,0.0,9.0,10.0,10.0,9.0,2.0,9.0,2605.0,2605.0,2605.0,2605.0
1263,6.0,4.0,4.0,3.0,5.0,5.0,6.0,7.0,5.0,2603.0,2603.0,2603.0,2603.0
1264,2.0,4.0,3.0,5.0,5.0,3.0,4.0,6.0,4.0,2601.0,2601.0,2601.0,2601.0
1265,2.0,6.0,2.0,6.0,6.0,6.0,5.0,5.0,6.0,2606.0,2606.0,2606.0,2606.0
1266,5.0,6.0,4.0,7.0,7.0,6.0,,5.0,5.0,2617.0,2617.0,2617.0,2617.0
1267,9.0,5.0,6.0,3.0,5.0,3.0,6.0,8.0,2.0,2618.0,2618.0,2618.0,2618.0
1268,2.0,3.0,4.0,1.0,4.0,0.0,3.0,5.0,0.0,2621.0,2621.0,2621.0,2621.0
1269,0.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,2620.0,2620.0,2620.0,2620.0
1270,9.0,9.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,2619.0,2619.0,2619.0,2619.0
1271,3.0,9.0,3.0,9.0,10.0,10.0,,3.0,10.0,2605.0,2605.0,2605.0,2605.0
1272,6.0,4.0,5.0,4.0,5.0,3.0,5.0,6.0,3.0,2603.0,2603.0,2603.0,2603.0
1273,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2601.0,2601.0,2601.0,2601.0
1274,6.0,6.0,5.0,6.0,7.0,7.0,6.0,8.0,7.0,2606.0,2606.0,2606.0,2606.0
1275,,,,9.0,10.0,10.0,10.0,,10.0,2617.0,2617.0,2617.0,2617.0
1276,6.0,3.0,5.0,3.0,4.0,2.0,4.0,6.0,3.0,2618.0,2618.0,2618.0,2618.0
1277,4.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,0.0,2621.0,2621.0,2621.0,2621.0
1278,4.0,3.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,2620.0,2620.0,2620.0,2620.0
1279,,,,9.0,10.0,10.0,10.0,,10.0,2619.0,2619.0,2619.0,2619.0
1280,2.0,9.0,2.0,9.0,9.0,9.0,6.0,2.0,9.0,2605.0,2605.0,2605.0,2605.0
1281,5.0,7.0,8.0,7.0,5.0,7.0,7.0,8.0,8.0,2603.0,2603.0,2603.0,2603.0
1282,3.0,6.0,3.0,6.0,6.0,8.0,4.0,3.0,8.0,2601.0,2601.0,2601.0,2601.0
1283,5.0,7.0,4.0,5.0,8.0,9.0,5.0,4.0,9.0,2606.0,2606.0,2606.0,2606.0
1284,5.0,7.0,4.0,8.0,9.0,7.0,7.0,7.0,9.0,2617.0,2617.0,2617.0,2617.0
1285,7.0,7.0,9.0,4.0,4.0,3.0,8.0,9.0,4.0,2618.0,2618.0,2618.0,2618.0
1286,4.0,3.0,4.0,2.0,2.0,0.0,1.0,5.0,1.0,2621.0,2621.0,2621.0,2621.0
1287,0.0,3.0,4.0,2.0,2.0,2.0,0.0,0.0,3.0,2620.0,2620.0,2620.0,2620.0
1288,9.0,7.0,6.0,10.0,10.0,9.0,9.0,10.0,10.0,2619.0,2619.0,2619.0,2619.0
1289,0.0,10.0,3.0,9.0,10.0,10.0,9.0,4.0,10.0,2605.0,2605.0,2605.0,2605.0
1290,4.0,8.0,9.0,5.0,8.0,4.0,5.0,7.0,5.0,2603.0,2603.0,2603.0,2603.0
1291,2.0,5.0,2.0,1.0,6.0,1.0,3.0,3.0,3.0,2601.0,2601.0,2601.0,2601.0
1292,5.0,7.0,8.0,9.0,5.0,10.0,5.0,5.0,10.0,2606.0,2606.0,2606.0,2606.0
1293,4.0,9.0,8.0,9.0,7.0,10.0,8.0,5.0,9.0,2617.0,2617.0,2617.0,2617.0
1294,10.0,10.0,10.0,1.0,3.0,0.0,6.0,10.0,0.0,2618.0,2618.0,2618.0,2618.0
1295,3.0,1.0,2.0,0.0,2.0,0.0,2.0,7.0,0.0,2621.0,2621.0,2621.0,2621.0
1296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2620.0,2620.0,2620.0,2620.0
1297,6.0,5.0,3.0,10.0,10.0,10.0,10.0,5.0,10.0,2619.0,2619.0,2619.0,2619.0
1298,1.0,10.0,1.0,10.0,10.0,10.0,9.0,1.0,10.0,2605.0,2605.0,2605.0,2605.0
1299,7.0,4.0,7.0,1.0,5.0,4.0,5.0,8.0,5.0,2603.0,2603.0,2603.0,2603.0
1300,5.0,4.0,7.0,1.0,5.0,1.0,4.0,8.0,1.0,2601.0,2601.0,2601.0,2601.0
1301,4.0,4.0,3.0,4.0,7.0,6.0,6.0,5.0,7.0,2606.0,2606.0,2606.0,2606.0
1302,5.0,6.0,3.0,9.0,8.0,6.0,5.0,5.0,5.0,2617.0,2617.0,2617.0,2617.0
1303,9.0,5.0,9.0,1.0,4.0,4.0,7.0,10.0,1.0,2618.0,2618.0,2618.0,2618.0
1304,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2621.0,2621.0,2621.0,2621.0
1305,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2620.0,2620.0,2620.0,2620.0
1306,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2619.0,2619.0,2619.0,2619.0
1307,1.0,9.0,1.0,10.0,10.0,10.0,3.0,2.0,10.0,2605.0,2605.0,2605.0,2605.0
1308,4.0,5.0,4.0,7.0,4.0,3.0,5.0,5.0,4.0,2603.0,2603.0,2603.0,2603.0
1309,3.0,4.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,2601.0,2601.0,2601.0,2601.0
1310,3.0,7.0,2.0,6.0,6.0,6.0,6.0,3.0,6.0,2606.0,2606.0,2606.0,2606.0
1311,4.0,6.0,2.0,8.0,7.0,6.0,7.0,,6.0,2617.0,2617.0,2617.0,2617.0
1312,5.0,4.0,4.0,5.0,2.0,2.0,5.0,6.0,2.0,2618.0,2618.0,2618.0,2618.0
1313,2.0,2.0,3.0,4.0,1.0,0.0,2.0,2.0,1.0,2621.0,2621.0,2621.0,2621.0
1314,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2620.0,2620.0,2620.0,2620.0
1315,3.0,9.0,5.0,10.0,10.0,10.0,9.0,9.0,10.0,2619.0,2619.0,2619.0,2619.0
1316,3.0,9.0,3.0,10.0,9.0,8.0,8.0,4.0,9.0,2605.0,2605.0,2605.0,2605.0
1317,5.0,5.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,2603.0,2603.0,2603.0,2603.0
1318,3.0,5.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,2601.0,2601.0,2601.0,2601.0
1319,3.0,5.0,3.0,6.0,5.0,5.0,6.0,4.0,7.0,2606.0,2606.0,2606.0,2606.0
1320,3.0,6.0,3.0,6.0,5.0,5.0,6.0,6.0,7.0,2617.0,2617.0,2617.0,2617.0
1321,6.0,5.0,6.0,3.0,3.0,1.0,5.0,6.0,4.0,2618.0,2618.0,2618.0,2618.0
1322,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2621.0,2621.0,2621.0,2621.0
1323,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2620.0,2620.0,2620.0,2620.0
1324,7.0,9.0,4.0,10.0,10.0,10.0,10.0,7.0,10.0,2619.0,2619.0,2619.0,2619.0
1325,2.0,8.0,2.0,9.0,8.0,7.0,6.0,4.0,9.0,2605.0,2605.0,2605.0,2605.0
1326,5.0,5.0,6.0,3.0,3.0,4.0,5.0,6.0,4.0,2603.0,2603.0,2603.0,2603.0
1327,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2601.0,2601.0,2601.0,2601.0
1328,2.0,5.0,2.0,6.0,6.0,8.0,5.0,5.0,9.0,2606.0,2606.0,2606.0,2606.0
1329,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,2617.0,2617.0,2617.0,2617.0
1330,6.0,5.0,7.0,2.0,2.0,2.0,4.0,7.0,2.0,2618.0,2618.0,2618.0,2618.0
1331,4.0,1.0,5.0,1.0,1.0,0.0,2.0,3.0,0.0,2621.0,2621.0,2621.0,2621.0
1332,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2620.0,2620.0,2620.0,2620.0
1333,10.0,10.0,10.0,0.0,10.0,10.0,9.0,10.0,10.0,2619.0,2619.0,2619.0,2619.0
1334,1.0,9.0,1.0,10.0,9.0,9.0,8.0,2.0,9.0,2605.0,2605.0,2605.0,2605.0
1335,8.0,3.0,6.0,4.0,5.0,6.0,5.0,8.0,4.0,2603.0,2603.0,2603.0,2603.0
1336,4.0,2.0,4.0,2.0,3.0,0.0,3.0,4.0,1.0,2601.0,2601.0,2601.0,2601.0
1337,5.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,,2606.0,2606.0,2606.0,2606.0
1338,9.0,7.0,8.0,9.0,8.0,8.0,7.0,9.0,8.0,2617.0,2617.0,2617.0,2617.0
1339,9.0,4.0,8.0,4.0,4.0,5.0,4.0,9.0,2.0,2618.0,2618.0,2618.0,2618.0
1340,5.0,3.0,4.0,1.0,3.0,0.0,2.0,4.0,0.0,2621.0,2621.0,2621.0,2621.0
1341,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2620.0,2620.0,2620.0,2620.0
1342,10.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,2619.0,2619.0,2619.0,2619.0
1343,3.0,7.0,3.0,10.0,10.0,10.0,8.0,4.0,8.0,2605.0,2605.0,2605.0,2605.0
1344,5.0,6.0,5.0,0.0,7.0,5.0,5.0,5.0,4.0,2603.0,2603.0,2603.0,2603.0
1345,4.0,5.0,4.0,0.0,,4.0,4.0,4.0,3.0,2601.0,2601.0,2601.0,2601.0
1346,3.0,4.0,3.0,,,6.0,5.0,5.0,6.0,2606.0,2606.0,2606.0,2606.0
1347,,,,10.0,10.0,10.0,9.0,8.0,10.0,2617.0,2617.0,2617.0,2617.0
1348,7.0,6.0,7.0,0.0,,5.0,6.0,6.0,4.0,2618.0,2618.0,2618.0,2618.0
1349,2.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,2621.0,2621.0,2621.0,2621.0
1350,3.0,3.0,2.0,0.0,,2.0,2.0,2.0,2.0,2620.0,2620.0,2620.0,2620.0
1351,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2619.0,2619.0,2619.0,2619.0
1352,0.0,10.0,0.0,10.0,10.0,10.0,7.0,2.0,10.0,2605.0,2605.0,2605.0,2605.0
1353,6.0,6.0,7.0,1.0,5.0,1.0,5.0,7.0,4.0,2603.0,2603.0,2603.0,2603.0
1354,6.0,6.0,3.0,1.0,5.0,2.0,4.0,2.0,3.0,2601.0,2601.0,2601.0,2601.0
1355,4.0,10.0,3.0,4.0,5.0,4.0,6.0,5.0,7.0,2606.0,2606.0,2606.0,2606.0
1356,4.0,8.0,4.0,8.0,7.0,7.0,8.0,7.0,7.0,2617.0,2617.0,2617.0,2617.0
1357,7.0,8.0,7.0,0.0,3.0,0.0,5.0,8.0,1.0,2618.0,2618.0,2618.0,2618.0
1358,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2621.0,2621.0,2621.0,2621.0
1359,2.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2620.0,2620.0,2620.0,2620.0
1360,9.0,10.0,10.0,8.0,10.0,10.0,10.0,,10.0,2619.0,2619.0,2619.0,2619.0
1361,1.0,9.0,1.0,9.0,7.0,9.0,8.0,2.0,9.0,2605.0,2605.0,2605.0,2605.0
1362,7.0,3.0,7.0,3.0,3.0,4.0,5.0,7.0,6.0,2603.0,2603.0,2603.0,2603.0
1363,3.0,4.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,2601.0,2601.0,2601.0,2601.0
1364,3.0,6.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,2606.0,2606.0,2606.0,2606.0
1365,3.0,6.0,7.0,4.0,5.0,5.0,7.0,9.0,9.0,2617.0,2617.0,2617.0,2617.0
1366,7.0,3.0,7.0,3.0,2.0,4.0,5.0,9.0,5.0,2618.0,2618.0,2618.0,2618.0
1367,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2621.0,2621.0,2621.0,2621.0
1368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2620.0,2620.0,2620.0,2620.0
1369,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2619.0,2619.0,2619.0,2619.0
1370,2.0,,0.0,7.0,,,8.0,4.0,9.0,2605.0,2605.0,2605.0,2605.0
