"","econ_interven","environment","redistribution","civlib_laworder","immigrate_policy","sociallifestyle","lrgen","lrecon","galtan","party_id","RC1","RC2"
"1847",7,7,6,8,7,7,7,6,7,1302,0.721174156745413,0.696047885880142
"1848",6,6,7,8,8,7,7,6,8,1302,0.761662047951628,0.645069893831364
"1849",7,7,7,7,9,7,7,7,7,1302,0.792558365268409,0.8993327668563
"1850",8,8,7,7,8,8,7,7,8,1302,0.824790646590478,1.1197363717466
"1851",7,7,6,7,9,5,7,8,7,1302,0.615922834138465,0.76805021310243
"1852",6,8,6,8,9,4,6,7,6,1302,0.761333362574876,0.590796895475839
"1853",7,6,5,8,9,6,7,6,8,1302,0.777555885250765,0.466291498892545
"1854",7,8,6,9,9,5,7,7,6,1302,0.927773351618636,0.738794506776803
"1855",5,9,3,10,10,10,10,8,10,1303,1.94821316869993,-0.520957091787726
"1856",8,8,5,9,10,7,9,6,9,1303,1.22421807864938,0.653155606504199
"1857",6,9,7,9,10,9,9,7,9,1303,1.55645968030191,0.590469785084386
"1858",9,10,8,10,10,10,9,9,10,1303,1.67744022974676,1.40279862212438
"1859",5,8,5,9,9,7,8,5,8,1303,1.26733200995609,0.0257899162159581
"1860",10,6,10,10,9,10,10,10,8,1303,1.11202427264435,1.93841886319324
"1861",7,9,6,10,10,7,9,6,9,1303,1.44234877961407,0.645327901719134
"1862",5,8,4,9,10,7,8,4,9,1303,1.40621239731389,-0.198137766109513
"1863",5,9,4,9,10,9,10,5,9,1303,1.70031161605242,-0.246811130931332
"1864",5,8,4,9,10,8,9,5,8,1303,1.51012775591554,-0.236280825197168
"1865",3,0,1,2,3,0,2,2,0,1304,-1.36055827669688,-0.890341513916804
"1866",3,1,4,4,4,1,3,3,2,1304,-0.930692757550748,-0.351393273938835
"1867",3,0,3,1,3,0,4,4,1,1304,-1.53573965681611,-0.446769940218885
"1868",3,0,4,3,2,0,2,1,0,1304,-1.44903802822895,-0.279710717572531
"1869",4,1,3,2,2,0,2,3,2,1304,-1.49463172612322,-0.216657506080485
"1870",3,0,3,1,2,1,3,3,2,1304,-1.53950949949887,-0.468553988910249
"1871",3,1,2,1,3,1,2,3,2,1304,-1.31436061060586,-0.664868917882229
"1872",1,10,1,5,2,1,2,1,1,1304,-0.0627373250493177,-1.15045051904829
"1873",2,2,3,2,3,1,2,2,2,1304,-1.09622990964116,-0.672696622667294
"1874",2,0,1,0,3,0,3,3,2,1304,-1.53587391511146,-1.04804795446586
"1875",8,3,6,2,3,2,6,8,2,1306,-1.30122987290669,1.22692848875515
"1876",8,5,8,6,5,2,5,8,4,1306,-0.524548807524245,1.55083639916967
"1877",9,3,7,2,4,0,5,7,0,1306,-1.48283695242933,1.70899916869152
"1878",6,6,5,6,5,4,6,6,2,1306,-0.0363312755048319,0.450307218103957
"1879",9,5,7,0,3,0,6,8,1,1306,-1.64356716658829,1.83745214547391
"1880",8,9,7,5,5,2,6,6,5,1306,-0.261070623282496,1.48215297049401
"1881",8,4,7,1,4,1,6,6,2,1306,-1.35517772273456,1.51232819256874
"1882",7,7,7,4,4,4,6,6,3,1306,-0.395986740876129,1.18085968561939
"1883",7,5,6,0,4,0,5,8,2,1306,-1.40415402416973,1.18437466269209
"1884",10,7,9,2,6,1,8,8,2,1306,-0.9311339347951,2.37830134631179
"1885",0,3,0,2,2,1,2,2,0,102,-0.923528296109493,-1.68058067516141
"1887",2,4,3,3,4,4,3,3,3,102,-0.391470621508856,-0.776693533459127
"1888",1,6,1,2,2,1,2,2,3,102,-0.746184355107607,-1.17559884294358
"1889",3,5,3,4,4,2,3,3,4,102,-0.450508206734861,-0.486653991541708
"1890",2,6,1,2,2,1,2,3,3,102,-0.796450732637986,-0.961023942715402
"1891",1,7,1,5,6,4,1,1,6,102,0.420944051287719,-1.41315399795689
"1892",2,4,2,5,5,3,2,3,3,102,-0.130923576807758,-1.01934661637606
"1893",1,NA,1,3,2,2,2,2,2,102,-0.801223768369391,-1.32915630493429
"1894",3,3,1,4,4,2,2,2,3,102,-0.560654837658538,-0.95701684210705
"1895",2,4,2,2,2,1,2,2,3,102,-1.00018292178179,-0.808680777493203
"1896",0,3,2,2,3,1,2,2,2,102,-0.878233466971818,-1.28180234169934
"1897",1,NA,1,3,2,2,4,3,2,103,-0.801223768369391,-1.32915630493429
"1898",NA,3,3,4,5,NA,3,3,3,103,-0.488535517985222,-0.470022588074719
"1899",4,4,4,4,5,4,4,4,3,103,-0.302722353386084,-0.184768301309442
"1900",1,7,1,6,5,1,3,3,3,103,0.114303782170796,-1.31080004013719
"1901",3,4,3,3,4,2,3,3,5,103,-0.649567716242553,-0.48583251505564
"1902",2,6,1,2,3,1,3,3,2,103,-0.688765531353561,-0.977382953111692
"1903",0,3,2,2,4,1,3,3,2,103,-0.770548265687394,-1.29816135209563
"1904",3,4,3,5,4,3,3,4,2,103,-0.320070341695936,-0.580844033822413
"1905",3,5,3,4,5,2,3,3,4,103,-0.342823005450436,-0.503013001937998
"1906",0,2,1,3,3,0,3,3,1,103,-0.924431133062837,-1.50727493773391
"1907",4,3,1,4,4,2,3,3,2,103,-0.610921215188916,-0.742441941878873
"1908",1,6,1,4,5,3,2,2,4,103,0.0102839818939432,-1.35783045198688
"1909",3,2,3,2,2,0,4,4,1,104,-1.35809684705763,-0.403619652955172
"1910",2,0,1,1,2,0,2,2,1,104,-1.5307681084234,-1.06012317390913
"1911",4,3,3,3,3,2,2,3,3,104,-0.893787796592569,-0.282511357784663
"1912",3,1,2,1,1,1,1,2,1,104,-1.52973101317471,-0.632150897089649
"1913",NA,2,2,3,3,NA,2,2,2,104,-0.904636153339338,-0.828112215683303
"1914",0,0,0,2,2,0,2,2,0,104,-1.28624915931679,-1.72527587613423
"1915",0,0,2,0,1,0,1,2,0,104,-1.68190674869292,-1.23691106220046
"1916",3,1,3,3,3,3,3,3,1,104,-0.912143063530958,-0.590454823807477
"1917",1,1,1,2,1,1,1,1,1,104,-1.2852120640681,-1.29730359931474
"1918",3,0,1,2,2,1,1,2,1,104,-1.36432811937964,-0.912125562608169
"1919",1,0,1,2,1,1,3,3,1,104,-1.37148056560331,-1.32491635266823
"1920",4,1,4,3,3,2,3,4,1,104,-1.09751998573637,-0.130168192562464
"1921",3,1,3,2,2,0,4,3,2,105,-1.44436534859284,-0.431232406308662
"1922",4,3,3,3,3,2,2,3,3,105,-0.893787796592569,-0.282511357784663
"1923",4,1,4,3,3,2,3,4,1,105,-1.09751998573637,-0.130168192562464
"1924",0,0,2,0,2,0,2,2,0,105,-1.5742215474085,-1.25327007259675
"1925",4,0,2,3,3,1,2,3,1,105,-1.22531347372649,-0.53477523068666
"1926",4,1,3,1,2,0,2,3,1,105,-1.6074227340957,-0.188223276240926
"1927",0,0,0,2,2,0,2,2,0,105,-1.28624915931679,-1.72527587613423
"1928",3,1,4,3,3,3,3,4,1,105,-0.943338249604333,-0.382886151878296
"1929",2,0,1,1,2,0,2,2,1,105,-1.5307681084234,-1.06012317390913
"1930",NA,2,3,3,3,NA,3,3,2,105,-0.96565290557685,-0.452697929480347
"1931",1,0,1,2,1,1,2,1,1,105,-1.37148056560331,-1.32491635266823
"1932",1,1,1,2,1,1,2,2,1,105,-1.2852120640681,-1.29730359931474
"1933",7,NA,7,6,6,3,7,7,3,106,-0.136591332345673,1.10456478621721
"1934",5,7,5,6,6,2,7,8,4,106,5.80876418660073e-05,0.32327217900829
"1935",7,6,6,6,5,5,7,7,3,106,-0.013877480506926,0.83430773117366
"1937",9,8,6,3,6,1,7,8,1,106,-0.588222489536905,1.54019895381
"1938",3,4,6,2,4,1,6,6,3,106,-0.959859641036815,0.203450789659115
"1939",7,6,6,6,6,2,7,7,4,106,-0.217938355027479,0.932377898040334
"1940",9,8,8,5,6,5,6,7,NA,106,-0.00936941133206029,1.74589560163862
"1941",6,6,5,6,5,5,7,7,4,106,0.0675840830968274,0.412164159016302
"1942",7,7,5,5,5,2,7,7,3,106,-0.320950876675795,0.797215219700494
"1943",7,6,7,5,7,2,7,8,4,106,-0.254239347788908,1.15202178941278
"1944",6,6,4,2,5,2,5,6,2,106,-0.664130838524691,0.432761583708322
"1945",NA,5,6,6,6,NA,6,6,4,107,0.0138952646325265,0.621297372910607
"1946",9,8,8,5,7,5,7,8,NA,107,0.0983157899523644,1.72953659124233
"1947",5,7,5,6,6,2,7,8,3,107,5.80876418660073e-05,0.32327217900829
"1948",9,8,6,3,7,1,7,8,1,107,-0.480537288252481,1.52383994341371
"1949",7,6,6,6,6,2,7,7,4,107,-0.217938355027479,0.932377898040334
"1950",8,7,6,6,6,1,7,8,2,107,-0.285851589624304,1.21270861070966
"1951",7,6,7,6,7,2,7,8,3,107,-0.141448339816429,1.12358755957322
"1952",7,6,7,6,6,2,6,6,2,107,-0.249133541100854,1.13994656996951
"1953",8,6,4,2,6,1,6,7,1,107,-0.760893750902683,0.883695432856041
"1954",6,5,6,5,5,3,7,7,1,107,-0.370501329687558,0.69684042560686
"1955",6,7,5,5,4,2,6,6,3,107,-0.378369700429841,0.598999329868607
"1956",3,4,6,2,5,1,6,7,3,107,-0.852174439752391,0.187091779262825
"1958",5,NA,4,4,4,5,4,4,NA,108,-0.261863221910494,0.0383965789162107
"1959",6,5,4,6,4,6,5,5,5,108,0.00874092495222348,0.155198685042266
"1960",4,5,4,4,6,4,5,5,5,108,-0.108768650566446,-0.173514558352241
"1961",5,6,4,3,2,2,5,4,5,108,-0.824129056875108,0.238829484829457
"1962",5,5,5,6,6,4,6,6,NA,108,0.0353518017747581,0.191760554125999
"1963",3,4,2,3,4,3,4,4,3,108,-0.514457171567519,-0.731544246072475
"1964",3,3,4,3,4,2,4,5,5,108,-0.767031403851141,-0.30587659647995
"1965",5,5,5,5,4,4,5,5,5,108,-0.29280960876657,0.252912804758138
"1966",5,5,3,5,4,5,4,4,5,108,-0.126503878018161,-0.200367598187878
"1967",3,5,3,4,5,8,4,4,7,108,0.28066914615952,-0.731871356463929
"1968",5,NA,4,5,5,6,5,5,NA,108,0.0495880707177873,-0.0486816334103171
"1969",7,6,6,7,6,7,7,6,NA,109,0.414429445953296,0.7132283727625
"1970",3,4,6,5,5,2,6,5,NA,109,-0.409886057233295,0.0636460306564932
"1971",5,5,5,6,7,6,6,6,NA,109,0.350867720262501,0.0991154255543982
"1972",5,5,5,6,6,4,5,6,NA,109,0.0353518017747581,0.191760554125999
"1973",4,7,5,4,5,4,5,5,5,109,-0.0751120348538192,0.105638630680211
"1974",NA,6,5,5,6,NA,5,5,NA,109,0.172580550223628,0.197507387790209
"1975",5,NA,4,4,4,7,5,5,NA,109,-0.0885399053212603,-0.0489346406004957
"1976",3,5,4,5,7,9,5,5,8,109,0.681550729229132,-0.623597994254543
"1977",5,5,5,5,6,4,6,6,NA,109,-0.0774392061977207,0.220194783965557
"1978",6,6,5,3,5,4,6,7,8,109,-0.374704299422268,0.535609907622633
"1979",5,5,6,6,6,7,6,6,NA,109,0.315902691506361,0.284900048792214
"1980",6,6,4,5,5,5,5,5,4,109,-0.0140117388022766,0.23302971692668
"1981",7,7,7,8,8,7,8,8,6,110,0.797664171956463,0.887257547413032
"1982",7,7,7,8,9,8,8,7,6,110,1.00926473184255,0.832755477929086
"1983",9,9,8,8,9,6,9,9,8,110,0.842243076575523,1.60098557519691
"1984",4,8,8,9,8,2,8,9,NA,110,0.596750834973619,0.640995337609888
"1985",6,8,6,8,9,5,8,8,6,110,0.865248721176536,0.552653836388184
"1986",8,7,8,8,9,5,8,8,6,110,0.616057092433815,1.36932822734941
"1987",9,9,5,9,8,4,8,8,4,110,0.733103724280383,1.04249045814141
"1988",8,9,7,7,7,7,8,8,6,110,0.699458588239607,1.20185119458404
"1989",7,7,6,7,7,3,8,7,5,110,0.192721714366297,0.877054352070321
"1990",9,8,8,8,9,7,8,8,7,110,0.859889933641969,1.53522976275577
"1991",NA,7,8,7,8,NA,7,7,6,110,0.53702689474931,1.19549689625804
"1992",8,8,6,8,10,8,7,8,7,110,1.18414724320518,0.851015449185283
"1993",NA,NA,5,9,10,10,10,4,8,112,1.64182893007764,-0.130914030799126
"1994",NA,NA,3,9,10,10,10,1,8,112,1.76956559301388,-0.824998744954117
"1995",6,7,5,9,10,8,10,6,9,112,1.34239769077658,0.158249993606699
"1996",NA,6,5,9,9,8,9,9,7,112,1.19368372773428,-0.0461211595558606
"1997",5,9,3,10,10,10,10,4,9,112,1.94821316869993,-0.520957091787726
"1998",6,10,3,9,10,7,10,4,NA,112,1.55967820892731,-0.135906031103535
"1999",3,10,4,10,10,5,8,7,7,112,1.58424244621423,-0.524210171523134
"2000",3,7,4,9,9,7,9,4,6,112,1.31279144955501,-0.638541309523067
"2001",3,NA,3,10,10,9,10,2,8,112,1.79817411254917,-0.95890551385736
"2002",5,9,5,9,10,9,10,4,9,112,1.66911642997904,-0.0392424590021517
"2003",8,9,8,10,10,9,10,10,9,112,1.53752274714026,1.19875402763036
"2004",NA,8,5,10,10,NA,9,5,8,112,1.70385541375405,-0.0492743289556879
"2005",NA,4,0,4,3,NA,1,0,3,119,-0.508826451141733,-1.38120376375414
"2006",1,5,0,5,1,3,0,0,4,119,-0.362739130733115,-1.55601006552395
"2007",2,NA,1,NA,4,5,0,1,9,119,-0.00321213054708824,-1.22669457371249
"2008",0,NA,0,0,0,0,0,0,5,119,-1.52878402429961,-1.5721800629495
"2009",0,6,0,2,2,3,0,0,2,119,-0.456892074300535,-1.67402853327625
"2010",1,6,1,5,4,2,1,1,5,119,-0.088525570019662,-1.33176261234249
"2011",0,0,0,NA,0,0,0,0,0,119,-1.65388742264849,-1.65417164505824
"2013",0,5,0,2,2,1,0,0,1,119,-0.750991293039067,-1.62535516845443
"2014",0,4,0,NA,2,NA,0,0,5,119,-0.762300131210414,-1.67724085585725
"2015",1,5,1,1,5,4,1,1,5,119,-0.310442184957047,-1.33828357490935
"2016",0,4,0,6,5,4,0,0,6,119,0.248705916973887,-1.93021104961799
"2017",9,8,9,8,9,5,7,7,6,4001,0.620864030365275,1.81908455286026
"2018",8,8,7,7,7,5,8,9,7,4001,0.405359369501075,1.25052455940586
"2019",2,4,1,2,2,2,3,2,2,4003,-0.865072377106753,-1.05439250851004
"2020",2,1,1,3,2,3,3,3,3,4003,-0.907171515138255,-1.20380805749772
"2021",4,5,4,5,7,4,5,5,5,4004,0.111707558690457,-0.218307798588091
"2022",5,6,5,5,7,4,6,7,7,4004,0.116514496621917,0.231448526922758
"2023",4,6,4,5,6,4,5,5,6,4005,0.0902908589412459,-0.174336034838309
"2024",3,6,4,5,8,5,4,4,6,4005,0.459842997642133,-0.459772014946722
"2025",4,2,2,4,5,4,5,4,3,4006,-0.412868984309761,-0.655131151874784
"2026",4,1,2,3,3,3,4,4,3,4006,-0.931214254987962,-0.58344859550848
"2027",3,5,3,4,5,3,5,4,3,4007,-0.238907646848777,-0.541156061025654
"2028",5,5,7,4,6,4,4,5,4,4007,-0.252620586316949,0.663766357663477
"2029",7,7,8,7,10,7,7,8,8,4008,0.869048380479459,1.09054242838919
"2030",4,5,3,7,8,5,7,6,7,4008,0.580085320594874,-0.537246999680334
"2031",5,9,9,9,10,10,10,10,10,4009,1.6482510442872,0.752889169626915
"2032",3,5,3,9,10,9,10,5,10,4009,1.4869655510457,-0.99398061673083
"2033",4,4,4,6,6,5,5,4,7,201,0.134460222444957,-0.296138830472505
"2034",NA,5,3,7,3,4,4,4,5,201,-0.0697960010584659,-0.385122653577
"2035",8,5,3,9,8,1,4,4,5,201,0.18894039201168,0.416756377903877
"2036",3,5,3,7,8,3,4,4,4,201,0.422520980921934,-0.675535781733201
"2037",4,5,3,7,7,4,4,4,6,201,0.36848476070879,-0.482744930196388
"2038",4,5,3,7,8,3,5,3,7,201,0.372254603391555,-0.460960881505024
"2039",1,7,3,7,8,1,4,4,6,201,0.487760021849799,-0.973173957307264
"2040",2,5,4,7,8,0,4,4,1,201,0.12984609657396,-0.568112832769233
"2041",4,4,4,6,5,5,4,4,5,201,0.0267750211605328,-0.279779820076214
"2042",2,3,2,9,8,2,3,3,6,201,0.453112198798559,-1.171630261189
"2043",4,6,3,7,7,4,4,4,6,201,0.454753262244003,-0.455132176842898
"2044",4,4,3,6,7,3,4,4,6,201,0.0655098925994385,-0.443780394622665
"2045",5,4,3,6,7,4,3,3,2,201,0.119158873670719,-0.267348553482143
"2046",4,5,3,7,6,3,4,3,4,201,0.156884200822706,-0.428242860712443
"2047",6,1,6,1,2,0,6,6,0,202,-1.80154104737658,0.863632540002969
"2048",5,8,4,1,1,0,4,5,1,202,-1.19268998823738,0.443568579787156
"2049",5,2,5,2,1,1,5,5,2,202,-1.5247898169479,0.418883442668179
"2050",7,2,7,2,0,1,4,6,1,202,-1.79539814543983,1.27952959737918
"2051",NA,2,5,2,1,1,6,6,2,202,-1.49965662818271,0.31159599255409
"2052",6,0,5,1,1,0,5,5,1,202,-1.96429956412284,0.644810125116589
"2053",5,2,5,2,3,1,5,6,0,202,-1.30941941437905,0.386165421875598
"2054",2,8,5,2,2,0,5,5,1,202,-0.852609832462718,-0.0373806892040439
"2055",5,4,6,4,4,4,5,6,4,202,-0.523064304347637,0.461302953173387
"2056",6,4,5,5,2,4,5,6,2,202,-0.644714890401011,0.472592972425405
"2057",6,5,4,3,2,0,5,5,0,202,-1.16849465314402,0.502077749879454
"2058",5,3,5,3,5,1,5,6,1,202,-0.894989502302507,0.352625924596949
"2059",6,7,4,4,3,2,6,6,3,202,-0.56765072361337,0.436223898175276
"2060",6,3,6,1,1,1,5,6,1,202,-1.63277388698892,0.897073998018586
"2061",6,6,7,7,7,5,7,7,7,203,0.333355121491406,0.766149252242523
"2062",NA,8,7,7,7,5,7,8,6,203,0.450599109278416,1.0574071492005
"2063",7,6,8,8,7,5,7,7,8,203,0.364684565860131,1.15985859456032
"2064",3,5,7,5,9,2,7,8,5,203,0.0759280633662423,0.233391414354003
"2065",7,5,8,7,8,5,5,8,8,203,0.273310257636864,1.1443210606501
"2066",7,5,7,8,7,7,7,7,8,203,0.517441967601612,0.848391051102341
"2067",7,6,7,9,8,3,7,8,7,203,0.408525243987091,0.983782800570602
"2068",7,5,6,8,7,5,7,7,3,203,0.340806436471668,0.71710849734847
"2069",6,6,8,9,8,2,8,8,8,203,0.323681076842435,1.01491963135926
"2070",6,5,8,7,8,3,8,8,4,203,0.115745917963924,1.00603227859723
"2071",7,4,7,7,7,5,7,8,6,203,0.110551740890601,0.925498645763719
"2072",6,5,7,7,6,6,6,7,6,203,0.243316777273427,0.716752450197668
"2073",6,5,7,6,8,1,8,7,2,203,-0.173680621138498,0.903183954682921
"2074",7,6,7,8,8,4,8,8,7,203,0.399649594616272,0.974073971322506
"2075",2,2,2,4,5,1,3,3,1,206,-0.624082305053982,-0.969851775068173
"2076",1,2,3,5,5,0,3,3,1,206,-0.596135464226158,-0.967149174119074
"2077",5,3,3,5,6,3,3,3,2,206,-0.291501195723057,-0.21202500751213
"2078",NA,8,1,2,5,0,2,2,3,206,-0.412313440945501,-0.88454617307541
"2079",3,1,2,3,7,3,2,1,5,206,-0.450207072319884,-0.863459537321819
"2080",NA,2,1,2,3,1,3,2,1,206,-1.01373298648226,-1.17366392661693
"2081",3,3,3,4,4,4,3,3,4,206,-0.415214492601969,-0.618165616423999
"2082",2,2,2,2,4,2,2,2,2,206,-0.853434163681705,-0.93476736408042
"2083",1,2,2,4,5,0,2,2,4,206,-0.677731286125262,-1.1462836162087
"2084",10,4,1,5,4,0,3,3,2,206,-0.921290688066814,0.620472101179432
"2085",3,8,2,4,3,2,3,3,3,206,-0.268192717340271,-0.595025393014126
"2086",3,8,2,3,4,2,2,2,3,206,-0.273298524028325,-0.582950173570858
"2087",3,1,3,3,3,3,3,3,2,206,-0.912143063530958,-0.590454823807477
"2088",3,1,2,2,2,1,3,3,3,206,-1.30925480391781,-0.676944137325498
"2089",4,6,6,6,9,1,6,7,6,211,0.152001022815271,0.277719225254586
"2090",6,6,6,7,6,5,6,7,6,211,0.256865106280356,0.574939590709633
"2091",7,7,7,7,6,5,7,7,7,211,0.261672044211816,1.02469591622048
"2092",6,9,7,7,8,3,5,6,9,211,0.492015110178152,0.908914620082015
"2093",7,6,7,6,8,0,7,7,1,211,-0.241593855735323,1.18351466735224
"2094",4,6,6,8,8,1,7,7,7,211,0.269897837475804,0.237209775971759
"2095",6,6,5,6,7,4,7,7,2,211,0.179039127064018,0.417589197311376
"2096",7,3,6,8,8,4,7,6,5,211,0.172039276084007,0.683667039332854
"2097",7,7,7,8,8,5,7,7,6,211,0.589833454753144,0.963543665588342
"2098",6,6,6,5,7,5,6,6,5,211,0.138968291619823,0.61544903999246
"2099",7,5,6,7,8,2,6,7,5,211,0.0239545539786358,0.843612894054704
"2100",NA,8,8,7,8,5,8,8,6,211,0.491902660218201,1.39881924089311
"2101",6,5,7,6,6,3,7,7,6,211,-0.181220306504029,0.859615857300192
"2102",5,6,7,7,8,3,7,7,4,211,0.283475983102891,0.611501459793366
"2103",0,0,0,0,2,0,0,0,1,213,-1.51183117526175,-1.66840741645511
"2104",1,1,0,0,1,1,1,1,1,213,-1.47959889393968,-1.44800381156481
"2105",0,1,1,2,3,0,1,1,0,213,-1.12349064257053,-1.50645346124784
"2106",0,10,0,1,2,0,0,0,1,213,-0.536355151937139,-1.42071411275976
"2107",0,9,0,2,3,0,1,1,0,213,-0.402147444215449,-1.4931201063491
"2108",4,2,1,5,2,3,1,1,2,213,-0.695853752718841,-0.803913963366997
"2109",10,3,0,1,2,0,1,1,1,213,-1.64289843798742,0.531745616047577
"2110",2,2,2,3,3,3,2,2,3,213,-0.744412998391991,-0.984985642611343
"2111",0,3,2,5,3,0,2,2,0,213,-0.643775801656041,-1.32896197213036
"2112",0,1,0,1,3,0,0,0,0,213,-1.20508646446963,-1.68558790333747
"2113",1,1,1,1,1,1,1,1,1,213,-1.39800307204058,-1.26886936947518
"2114",NA,1,0,2,1,1,1,1,1,213,-1.24899024024169,-1.52632976126674
"2115",1,0,1,3,2,1,1,1,1,213,-1.15100435634641,-1.36970959290408
"2116",1,8,1,4,6,2,2,2,3,213,0.186590827647135,-1.28082089658853
"2117",4,6,3,8,9,6,8,4,8,215,0.99074538998865,-0.592570545650347
"2118",5,7,5,8,9,2,7,4,5,215,0.548695707440098,0.217326688140301
"2119",5,9,5,9,9,9,9,5,9,215,1.56143122869462,-0.0228834486058613
"2120",5,7,5,9,9,6,7,5,9,215,1.07714814981921,0.0363202219501224
"2121",3,5,3,10,9,4,7,4,10,215,0.972494564725454,-0.815340540735823
"2122",7,1,5,9,9,6,8,5,8,215,0.459004385547177,0.299793502285533
"2123",NA,10,3,9,9,5,8,3,10,215,1.32710181336469,-0.397309487908426
"2124",3,4,3,9,9,2,6,4,9,215,0.565604338014444,-0.738232946074445
"2125",6,7,4,9,8,5,4,3,3,215,0.846476398476126,0.0978285197330647
"2126",6,8,3,10,10,4,8,4,8,215,1.18818613802438,-0.10513659038711
"2127",5,7,6,8,7,6,7,5,8,215,0.717791553204511,0.305041144511442
"2128",5,8,5,9,9,6,5,5,8,215,1.16341665135443,0.0639329753036132
"2129",NA,9,5,10,10,10,7,5,10,215,1.85566297003495,0.0229251922075408
"2130",5,7,6,8,10,5,6,6,7,215,0.936931798456126,0.294107172410226
"2131",10,9,10,1,8,0,7,8,5,218,-0.791128081803337,2.67495479308258
"2132",2,8,9,1,9,4,8,9,8,218,0.0792762586689143,0.554242919227583
"2133",9,4,9,1,4,0,8,9,3,218,-1.57174983101335,2.18018349574293
"2134",9,7,9,5,5,3,8,9,4,218,-0.442349017428392,2.01849664878591
"2135",7,7,7,6,5,5,7,8,5,218,0.0411958349549124,1.06948915645633
"2136",NA,9,10,7,8,5,9,9,6,218,0.473054368705843,2.02395800329892
"2137",9,1,9,7,6,3,7,9,4,218,-0.626692809410289,1.77959265858956
"2138",9,6,8,5,7,0,8,8,2,218,-0.593798006126358,1.86502637997363
"2139",9,10,9,4,5,3,9,9,4,218,-0.296334520795231,2.12976913868595
"2140",9,7,9,5,7,3,8,9,1,218,-0.226978614859542,1.98577862799333
"2141",9,8,10,8,8,5,9,9,5,218,0.481983643007476,2.04301223518573
"2142",10,8,10,2,7,2,8,9,0,218,-0.664460059447178,2.55898070211051
"2143",8,4,9,3,1,1,8,8,3,218,-1.51504168278963,1.91967410793685
"2144",8,7,9,6,8,3,8,9,4,218,0.0437639719277398,1.72641048752931
"2145",1,10,2,0,1,0,1,1,1,219,-0.869488110871171,-0.746208628437373
"2146",4,2,4,4,3,3,3,3,2,219,-0.794545117627019,-0.169132728136187
"2147",3,0,3,2,1,0,2,4,1,219,-1.63831905141248,-0.442486149265863
"2148",4,8,3,3,2,0,3,4,2,219,-0.777961207404246,-0.0518024624456091
"2150",NA,0,1,3,1,0,2,3,1,219,-1.37014487286205,-1.28302128838591
"2151",2,0,3,0,1,0,2,3,0,219,-1.81363468982706,-0.600192589814922
"2152",2,0,3,2,1,0,2,3,0,219,-1.5880526738821,-0.65706104949404
"2153",4,0,3,6,3,4,2,2,3,219,-0.606389560077454,-0.526938425539122
"2154",9,0,4,3,2,0,2,3,0,219,-1.75063629341122,1.00773868379653
"2155",5,0,4,3,3,0,4,4,0,219,-1.44188558200528,0.133080072487533
"2156",2,0,2,0,1,1,4,3,2,219,-1.67852414515202,-0.845904320831757
"2157",2,0,3,4,3,0,3,3,0,219,-1.14710025536829,-0.746647529965738
"2158",3,10,2,3,3,0,2,4,1,219,-0.416277439445642,-0.435079538292276
"2159",9,0,9,10,10,8,9,9,9,220,0.57572931111793,1.41052587869396
"2160",9,9,9,9,9,9,10,9,9,220,1.2355849742796,1.66569084002357
"2161",10,3,9,8,10,6,9,8,9,220,0.350855705044915,1.84109361683704
"2162",10,10,10,NA,10,NA,10,9,10,220,1.14220606525006,2.16233657961898
"2163",9,8,10,9,10,6,9,9,10,220,0.914060412150464,1.94371692546593
"2164",8,7,7,7,8,5,7,6,3,220,0.426776069250287,1.20655279565608
"2165",2,8,8,10,10,5,9,9,10,220,1.33719107638068,0.0362641092584287
"2166",NA,8,10,10,10,9,10,10,10,220,1.40143046784089,1.53263489307819
"2167",8,7,8,8,10,NA,8,7,NA,220,0.957551850571974,1.26714733400589
"2168",8,NA,10,8,10,NA,9,10,6,220,1.17435915784713,1.67168416283945
"2169",9,8,9,NA,10,4,10,9,4,220,0.602075671453545,1.84655544751953
"2170",8,8,7,8,8,7,8,8,9,220,0.833666295961297,1.1294452009947
"2171",9,9,9,10,10,6,9,9,9,220,1.14431510773153,1.73532677705068
"2172",8,3,8,9,10,3,9,8,10,220,0.283628578346548,1.29037009187491
"2173",1,1,0,4,1,1,2,2,1,1401,-1.02843486204977,-1.56174073092304
"2174",0,0,0,2,2,0,3,4,2,1401,-1.28624915931679,-1.72527587613423
"2175",4,4,3,4,4,3,4,4,4,1401,-0.483127727198793,-0.337834903754677
"2176",3,NA,3,4,4,4,3,3,5,1401,-0.264244614915346,-0.569843298055391
"2177",1,9,0,3,4,1,3,3,3,1401,-0.128022253887264,-1.36148150544443
"2178",1,3,2,5,5,1,4,4,4,1401,-0.374756418015911,-1.18524815178242
"2179",2,6,1,4,4,5,3,3,5,1401,0.0601631202824584,-1.20318265953772
"2180",4,4,4,3,4,3,4,4,3,1401,-0.627113921244647,-0.101832001985937
"2181",3,4,3,4,4,3,3,3,4,1401,-0.432861349668415,-0.552409803982854
"2182",2,4,1,2,3,2,2,2,2,1401,-0.757387175822328,-1.07075151890633
"2183",4,5,2,4,3,3,3,3,3,1401,-0.47334924087463,-0.501431811934076
"2184",4,4,3,4,3,2,4,4,3,1401,-0.694728287084877,-0.283332834270731
"2185",3,4,2,5,6,3,3,3,3,1401,-0.0735047530537117,-0.821130726544174
