econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen,lrecon,galtan,party_id
6.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,2705.0
4.0,3.0,3.0,4.0,7.0,2.0,6.0,5.0,5.0,2713.0
6.0,7.0,5.0,7.0,8.0,9.0,8.0,7.0,7.0,2706.0
7.0,8.0,7.0,7.0,8.0,4.0,6.0,8.0,7.0,2712.0
7.0,,,7.0,8.0,9.0,8.0,7.0,8.0,2711.0
3.0,5.0,4.0,7.0,8.0,5.0,4.0,4.0,6.0,2714.0
6.0,7.0,4.0,6.0,8.0,8.0,5.0,4.0,8.0,2701.0
8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,2705.0
8.0,4.0,7.0,5.0,6.0,2.0,7.0,7.0,4.0,2713.0
7.0,5.0,6.0,3.0,7.0,6.0,6.0,6.0,7.0,2706.0
7.0,5.0,7.0,3.0,7.0,5.0,6.0,6.0,6.0,2712.0
9.0,8.0,9.0,10.0,9.0,10.0,9.0,8.0,8.0,2711.0
7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,2714.0
3.0,6.0,3.0,7.0,7.0,8.0,4.0,3.0,9.0,2701.0
5.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,7.0,2705.0
6.0,4.0,4.0,3.0,3.0,4.0,6.0,4.0,6.0,2713.0
,,,3.0,5.0,8.0,5.0,5.0,9.0,2706.0
7.0,,6.0,2.0,,8.0,6.0,6.0,9.0,2712.0
,,,,,8.0,,,,2711.0
,,,,,8.0,,,,2714.0
4.0,6.0,3.0,3.0,4.0,6.0,4.0,4.0,7.0,2701.0
7.0,7.0,7.0,3.0,6.0,6.0,7.0,8.0,6.0,2705.0
7.0,3.0,5.0,2.0,4.0,2.0,7.0,7.0,2.0,2713.0
4.0,4.0,4.0,2.0,6.0,4.0,4.0,4.0,6.0,2706.0
5.0,6.0,5.0,4.0,6.0,5.0,6.0,8.0,6.0,2712.0
9.0,10.0,9.0,7.0,9.0,8.0,9.0,10.0,10.0,2711.0
6.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,2714.0
7.0,6.0,5.0,5.0,,8.0,,7.0,9.0,2701.0
9.0,7.0,7.0,7.0,,8.0,,9.0,9.0,2705.0
9.0,2.0,6.0,4.0,,4.0,,9.0,3.0,2713.0
,4.0,5.0,5.0,,,,5.0,5.0,2706.0
,,,,,,,,5.0,2712.0
,,,7.0,,,,,,2711.0
,,,,,,,5.0,,2714.0
0.0,8.0,4.0,,10.0,10.0,5.0,3.0,10.0,2803.0
10.0,10.0,9.0,0.0,9.0,7.0,8.0,9.0,9.0,2812.0
6.0,6.0,4.0,2.0,,7.0,7.0,8.0,9.0,2814.0
0.0,7.0,9.0,5.0,10.0,10.0,9.0,5.0,10.0,2809.0
0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2817.0
6.0,5.0,7.0,9.0,10.0,10.0,7.0,8.0,10.0,2818.0
5.0,5.0,3.0,5.0,2.0,2.0,4.0,4.0,2.0,2813.0
,,,,8.0,,5.0,7.0,1.0,2816.0
5.0,5.0,4.0,5.0,5.0,8.0,6.0,5.0,9.0,2805.0
,,,,,,5.0,,,2804.0
0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2819.0
1.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,1.0,2820.0
2.0,1.0,3.0,2.0,1.0,0.0,5.0,6.0,3.0,2821.0
4.0,6.0,4.0,4.0,7.0,5.0,4.0,4.0,5.0,2803.0
9.0,8.0,8.0,4.0,7.0,6.0,7.0,8.0,6.0,2812.0
6.0,8.0,5.0,7.0,9.0,7.0,7.0,8.0,,2814.0
7.0,8.0,,9.0,10.0,8.0,9.0,7.0,8.0,2809.0
8.0,8.0,,10.0,10.0,10.0,10.0,4.0,9.0,2817.0
6.0,8.0,,8.0,8.0,8.0,6.0,6.0,8.0,2818.0
7.0,6.0,,6.0,6.0,7.0,6.0,7.0,6.0,2813.0
8.0,7.0,7.0,5.0,4.0,6.0,6.0,9.0,3.0,2816.0
7.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,2805.0
6.0,6.0,5.0,4.0,6.0,7.0,6.0,7.0,7.0,2804.0
4.0,2.0,4.0,2.0,3.0,1.0,4.0,6.0,1.0,2819.0
8.0,7.0,7.0,5.0,3.0,6.0,6.0,8.0,3.0,2820.0
6.0,5.0,5.0,6.0,3.0,6.0,5.0,8.0,5.0,2821.0
1.0,7.0,2.0,8.0,9.0,9.0,2.0,2.0,9.0,2803.0
9.0,6.0,8.0,4.0,7.0,2.0,6.0,9.0,2.0,2812.0
,,,,8.0,7.0,7.0,,,2814.0
1.0,7.0,1.0,9.0,10.0,9.0,9.0,1.0,10.0,2809.0
0.0,,1.0,10.0,10.0,10.0,10.0,0.0,10.0,2817.0
3.0,,,9.0,9.0,9.0,8.0,,9.0,2818.0
5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,2813.0
,,,,,,,,,2816.0
5.0,,5.0,5.0,,9.0,6.0,6.0,8.0,2805.0
5.0,,,5.0,7.0,7.0,6.0,5.0,7.0,2804.0
4.0,1.0,4.0,2.0,5.0,1.0,6.0,3.0,1.0,2819.0
6.0,3.0,6.0,3.0,5.0,2.0,,7.0,2.0,2820.0
7.0,5.0,7.0,5.0,6.0,5.0,7.0,7.0,7.0,2821.0
1.0,8.0,2.0,8.0,10.0,9.0,7.0,3.0,9.0,2803.0
9.0,9.0,8.0,5.0,10.0,3.0,6.0,7.0,2.0,2812.0
7.0,7.0,5.0,6.0,10.0,8.0,7.0,6.0,7.0,2814.0
1.0,9.0,4.0,8.0,10.0,9.0,8.0,6.0,9.0,2809.0
0.0,7.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,2817.0
2.0,7.0,3.0,7.0,10.0,8.0,8.0,9.0,9.0,2818.0
5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2813.0
,,,,,,,,,2816.0
4.0,5.0,6.0,4.0,5.0,9.0,6.0,6.0,7.0,2805.0
4.0,5.0,6.0,4.0,7.0,9.0,6.0,6.0,8.0,2804.0
5.0,1.0,5.0,3.0,3.0,1.0,4.0,5.0,5.0,2819.0
5.0,1.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,2820.0
5.0,3.0,5.0,3.0,5.0,4.0,6.0,5.0,5.0,2821.0
2.0,7.0,3.0,7.0,9.0,6.0,5.0,3.0,7.0,2803.0
7.0,5.0,7.0,4.0,6.0,4.0,6.0,7.0,4.0,2812.0
5.0,4.0,6.0,6.0,8.0,7.0,7.0,7.0,6.0,2814.0
4.0,7.0,5.0,9.0,10.0,9.0,8.0,4.0,9.0,2809.0
3.0,7.0,5.0,10.0,10.0,10.0,10.0,3.0,10.0,2817.0
3.0,7.0,4.0,8.0,9.0,8.0,8.0,4.0,8.0,2818.0
6.0,5.0,6.0,6.0,4.0,7.0,7.0,6.0,6.0,2813.0
,,,,,,,,,2816.0
7.0,6.0,7.0,8.0,9.0,10.0,9.0,6.0,9.0,2805.0
6.0,6.0,6.0,6.0,5.0,8.0,7.0,6.0,7.0,2804.0
4.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,3.0,2819.0
5.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0,4.0,2820.0
5.0,5.0,6.0,6.0,8.0,7.0,7.0,6.0,6.0,2821.0
0.0,9.0,1.0,,10.0,10.0,4.0,3.0,9.0,2803.0
10.0,,10.0,,10.0,3.0,8.0,8.0,3.0,2812.0
6.0,,7.0,9.0,7.0,8.0,6.0,5.0,8.0,2814.0
1.0,8.0,1.0,5.0,10.0,10.0,7.0,4.0,10.0,2809.0
0.0,10.0,1.0,10.0,10.0,10.0,10.0,3.0,10.0,2817.0
3.0,,3.0,9.0,10.0,10.0,9.0,5.0,9.0,2818.0
5.0,,4.0,5.0,5.0,7.0,5.0,4.0,5.0,2813.0
,,,,,,,,,2816.0
7.0,,4.0,8.0,5.0,7.0,7.0,4.0,9.0,2805.0
3.0,,3.0,5.0,6.0,,8.0,3.0,9.0,2804.0
2.0,0.0,4.0,5.0,4.0,0.0,4.0,5.0,1.0,2819.0
6.0,1.0,6.0,5.0,4.0,1.0,6.0,8.0,4.0,2820.0
5.0,,5.0,5.0,5.0,6.0,5.0,7.0,5.0,2821.0
3.0,8.0,3.0,5.0,7.0,7.0,4.0,4.0,6.0,2803.0
9.0,8.0,9.0,5.0,7.0,5.0,7.0,8.0,5.0,2812.0
4.0,,,6.0,,5.0,,5.0,5.0,2814.0
4.0,8.0,4.0,8.0,10.0,9.0,8.0,5.0,8.0,2809.0
4.0,8.0,4.0,10.0,10.0,10.0,9.0,5.0,10.0,2817.0
4.0,,4.0,6.0,7.0,6.0,,,5.0,2818.0
4.0,,6.0,,,6.0,,6.0,6.0,2813.0
7.0,8.0,7.0,,,7.0,7.0,7.0,7.0,2816.0
6.0,7.0,6.0,6.0,7.0,9.0,7.0,6.0,7.0,2805.0
4.0,,,,,6.0,,6.0,6.0,2804.0
4.0,4.0,5.0,,5.0,2.0,6.0,5.0,3.0,2819.0
5.0,5.0,6.0,,5.0,3.0,6.0,6.0,4.0,2820.0
4.0,,5.0,,5.0,3.0,6.0,6.0,4.0,2821.0
3.0,7.0,3.0,7.0,8.0,7.0,4.0,4.0,6.0,2803.0
9.0,7.0,7.0,2.0,8.0,4.0,8.0,9.0,0.0,2812.0
6.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,6.0,2814.0
4.0,7.0,5.0,7.0,7.0,9.0,7.0,5.0,7.0,2809.0
3.0,7.0,4.0,10.0,10.0,10.0,10.0,4.0,10.0,2817.0
6.0,7.0,4.0,8.0,8.0,9.0,7.0,6.0,8.0,2818.0
5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,2813.0
,,,,,,,,,2816.0
6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,2805.0
5.0,6.0,4.0,6.0,6.0,7.0,6.0,5.0,6.0,2804.0
3.0,1.0,3.0,3.0,4.0,0.0,2.0,4.0,0.0,2819.0
4.0,1.0,5.0,4.0,5.0,1.0,5.0,6.0,3.0,2820.0
6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,2821.0
1.0,6.0,3.0,9.0,9.0,8.0,3.0,3.0,9.0,2803.0
8.0,6.0,6.0,0.0,3.0,0.0,7.0,7.0,0.0,2812.0
5.0,3.0,5.0,5.0,3.0,5.0,6.0,6.0,3.0,2814.0
3.0,7.0,4.0,9.0,10.0,9.0,8.0,5.0,9.0,2809.0
2.0,8.0,3.0,10.0,10.0,10.0,10.0,7.0,10.0,2817.0
3.0,6.0,4.0,7.0,9.0,8.0,6.0,6.0,8.0,2818.0
6.0,3.0,6.0,5.0,3.0,5.0,6.0,6.0,3.0,2813.0
,,,,,,,,,2816.0
5.0,5.0,4.0,6.0,5.0,7.0,7.0,6.0,7.0,2805.0
4.0,5.0,4.0,6.0,5.0,7.0,7.0,6.0,7.0,2804.0
6.0,4.0,5.0,2.0,3.0,2.0,5.0,6.0,1.0,2819.0
6.0,4.0,5.0,2.0,3.0,3.0,6.0,6.0,3.0,2820.0
7.0,5.0,6.0,2.0,3.0,4.0,7.0,7.0,1.0,2821.0
0.0,10.0,0.0,9.0,9.0,9.0,5.0,5.0,9.0,2803.0
10.0,7.0,9.0,2.0,9.0,4.0,8.0,8.0,5.0,2812.0
2.0,5.0,1.0,9.0,10.0,10.0,9.0,5.0,10.0,2814.0
2.0,10.0,2.0,9.0,10.0,10.0,8.0,5.0,10.0,2809.0
1.0,10.0,0.0,10.0,10.0,10.0,10.0,4.0,10.0,2817.0
1.0,9.0,0.0,10.0,10.0,9.0,7.0,4.0,10.0,2818.0
8.0,3.0,7.0,4.0,5.0,5.0,5.0,7.0,5.0,2813.0
,,,,,,,,,2816.0
9.0,5.0,6.0,6.0,8.0,6.0,5.0,7.0,8.0,2805.0
,,,,,,,5.0,8.0,2804.0
5.0,1.0,7.0,1.0,3.0,1.0,3.0,6.0,2.0,2819.0
6.0,2.0,8.0,1.0,4.0,2.0,5.0,5.0,3.0,2820.0
5.0,3.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,2821.0
1.0,,1.0,7.0,9.0,10.0,6.0,2.0,7.0,2803.0
8.0,6.0,9.0,7.0,8.0,4.0,8.0,8.0,5.0,2812.0
4.0,,5.0,7.0,5.0,9.0,7.0,6.0,6.0,2814.0
3.0,,4.0,7.0,6.0,10.0,5.0,5.0,6.0,2809.0
2.0,,3.0,9.0,10.0,10.0,10.0,4.0,9.0,2817.0
1.0,8.0,3.0,9.0,10.0,10.0,9.0,3.0,9.0,2818.0
,,5.0,,4.0,5.0,5.0,4.0,5.0,2813.0
,,,,,,,,,2816.0
6.0,,5.0,6.0,7.0,8.0,7.0,6.0,8.0,2805.0
,,4.0,,7.0,7.0,6.0,,,2804.0
3.0,2.0,3.0,2.0,4.0,1.0,3.0,6.0,2.0,2819.0
4.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,2820.0
5.0,,,3.0,,6.0,7.0,6.0,5.0,2821.0
0.0,6.0,0.0,6.0,10.0,9.0,5.0,5.0,7.0,2803.0
10.0,7.0,10.0,0.0,9.0,1.0,8.0,8.0,2.0,2812.0
6.0,,5.0,4.0,8.0,8.0,5.0,5.0,7.0,2814.0
0.0,,0.0,7.0,10.0,10.0,7.0,5.0,10.0,2809.0
0.0,6.0,0.0,10.0,10.0,10.0,10.0,4.0,10.0,2817.0
0.0,,0.0,9.0,10.0,10.0,4.0,3.0,8.0,2818.0
7.0,,7.0,0.0,4.0,5.0,5.0,6.0,5.0,2813.0
,,,,,,,,,2816.0
7.0,,7.0,3.0,8.0,8.0,7.0,6.0,9.0,2805.0
,,,,,,5.0,5.0,6.0,2804.0
3.0,1.0,3.0,0.0,2.0,0.0,4.0,5.0,0.0,2819.0
8.0,2.0,8.0,0.0,4.0,5.0,6.0,7.0,4.0,2820.0
7.0,,7.0,0.0,4.0,5.0,6.0,7.0,5.0,2821.0
0.0,10.0,2.0,10.0,10.0,10.0,3.0,3.0,9.0,2803.0
10.0,8.0,8.0,1.0,6.0,0.0,5.0,9.0,0.0,2812.0
8.0,4.0,5.0,6.0,4.0,5.0,,7.0,7.0,2814.0
0.0,8.0,1.0,10.0,10.0,10.0,7.0,3.0,10.0,2809.0
0.0,8.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,2817.0
1.0,6.0,1.0,9.0,10.0,9.0,8.0,2.0,10.0,2818.0
5.0,5.0,5.0,5.0,4.0,4.0,5.0,7.0,2.0,2813.0
,,,,,,,,,2816.0
6.0,6.0,4.0,5.0,3.0,6.0,6.0,5.0,8.0,2805.0
4.0,5.0,3.0,6.0,6.0,6.0,4.0,4.0,8.0,2804.0
5.0,2.0,4.0,0.0,1.0,0.0,2.0,5.0,0.0,2819.0
6.0,3.0,6.0,1.0,2.0,0.0,5.0,7.0,2.0,2820.0
7.0,4.0,7.0,1.0,2.0,0.0,5.0,8.0,5.0,2821.0
0.0,10.0,2.0,9.0,10.0,2.0,6.0,3.0,9.0,2803.0
9.0,7.0,10.0,3.0,9.0,1.0,,9.0,1.0,2812.0
4.0,5.0,6.0,,9.0,5.0,5.0,4.0,7.0,2814.0
6.0,9.0,5.0,9.0,10.0,10.0,8.0,5.0,9.0,2809.0
4.0,,1.0,9.0,10.0,10.0,10.0,2.0,10.0,2817.0
3.0,9.0,2.0,7.0,10.0,1.0,7.0,6.0,8.0,2818.0
5.0,5.0,5.0,5.0,5.0,8.0,5.0,7.0,5.0,2813.0
,,,,,,,,,2816.0
5.0,5.0,5.0,7.0,6.0,8.0,6.0,7.0,7.0,2805.0
,,4.0,,9.0,,,,5.0,2804.0
3.0,1.0,4.0,1.0,1.0,0.0,5.0,6.0,0.0,2819.0
6.0,1.0,6.0,2.0,1.0,1.0,6.0,7.0,1.0,2820.0
7.0,4.0,6.0,4.0,1.0,4.0,7.0,8.0,2.0,2821.0
0.0,5.0,1.0,10.0,10.0,10.0,2.0,2.0,8.0,2803.0
8.0,8.0,10.0,7.0,9.0,10.0,6.0,8.0,4.0,2812.0
6.0,7.0,5.0,8.0,9.0,9.0,5.0,5.0,7.0,2814.0
0.0,7.0,1.0,10.0,10.0,10.0,3.0,2.0,10.0,2809.0
0.0,7.0,0.0,10.0,10.0,10.0,1.0,0.0,10.0,2817.0
4.0,8.0,3.0,7.0,8.0,10.0,5.0,2.0,8.0,2818.0
5.0,6.0,3.0,6.0,7.0,8.0,6.0,5.0,7.0,2813.0
,,,,,,,,,2816.0
5.0,6.0,2.0,7.0,6.0,10.0,6.0,7.0,10.0,2805.0
4.0,5.0,2.0,7.0,6.0,9.0,4.0,7.0,9.0,2804.0
5.0,3.0,5.0,4.0,0.0,4.0,5.0,5.0,3.0,2819.0
5.0,3.0,5.0,4.0,0.0,4.0,5.0,5.0,3.0,2820.0
6.0,5.0,3.0,3.0,5.0,5.0,6.0,6.0,8.0,2821.0
2.0,8.0,3.0,7.0,9.0,8.0,3.0,7.0,7.0,2803.0
8.0,7.0,8.0,5.0,9.0,6.0,7.0,8.0,3.0,2812.0
4.0,6.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,2814.0
2.0,8.0,7.0,8.0,9.0,9.0,8.0,4.0,8.0,2809.0
0.0,7.0,0.0,10.0,10.0,10.0,9.0,3.0,9.0,2817.0
1.0,9.0,2.0,9.0,9.0,9.0,8.0,4.0,8.0,2818.0
4.0,4.0,5.0,6.0,8.0,3.0,5.0,7.0,6.0,2813.0
6.0,5.0,3.0,4.0,7.0,3.0,5.0,8.0,5.0,2816.0
5.0,6.0,4.0,7.0,8.0,8.0,7.0,7.0,8.0,2805.0
5.0,6.0,4.0,7.0,8.0,7.0,7.0,7.0,7.0,2804.0
8.0,3.0,8.0,1.0,4.0,0.0,2.0,6.0,2.0,2819.0
9.0,4.0,8.0,1.0,4.0,1.0,4.0,8.0,2.0,2820.0
7.0,5.0,6.0,3.0,7.0,4.0,6.0,8.0,7.0,2821.0
10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,2902.0
6.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,2915.0
0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,2903.0
7.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,2911.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2912.0
10.0,10.0,7.0,10.0,7.0,8.0,6.0,6.0,10.0,2905.0
5.0,6.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,2913.0
3.0,5.0,3.0,5.0,4.0,6.0,4.0,4.0,7.0,2906.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2907.0
7.0,9.0,9.0,9.0,10.0,10.0,10.0,,10.0,2902.0
5.0,4.0,5.0,4.0,7.0,5.0,3.0,,6.0,2915.0
4.0,3.0,2.0,1.0,4.0,1.0,2.0,,4.0,2903.0
5.0,4.0,5.0,3.0,6.0,5.0,5.0,,5.0,2911.0
1.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,2912.0
7.0,7.0,8.0,7.0,8.0,9.0,8.0,,6.0,2905.0
4.0,5.0,5.0,3.0,5.0,5.0,4.0,,4.0,2913.0
5.0,5.0,4.0,4.0,5.0,5.0,3.0,,5.0,2906.0
8.0,7.0,7.0,10.0,10.0,9.0,9.0,,7.0,2907.0
8.0,9.0,7.0,9.0,10.0,10.0,,8.0,9.0,2902.0
4.0,,4.0,7.0,5.0,8.0,,3.0,,2915.0
2.0,1.0,2.0,3.0,2.0,1.0,,2.0,1.0,2903.0
6.0,3.0,4.0,5.0,5.0,1.0,,7.0,2.0,2911.0
1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,2912.0
8.0,9.0,8.0,8.0,9.0,9.0,,8.0,9.0,2905.0
5.0,3.0,2.0,3.0,2.0,1.0,,4.0,2.0,2913.0
2.0,5.0,2.0,6.0,5.0,7.0,,1.0,5.0,2906.0
5.0,9.0,8.0,9.0,10.0,10.0,,7.0,9.0,2907.0
7.0,7.0,6.0,7.0,8.0,6.0,7.0,6.0,5.0,2902.0
4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2915.0
2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,2903.0
5.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,2911.0
0.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,5.0,2912.0
8.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,2905.0
3.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,2913.0
3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,2906.0
6.0,7.0,6.0,9.0,9.0,6.0,8.0,7.0,7.0,2907.0
8.0,7.0,7.0,7.0,10.0,9.0,9.0,8.0,9.0,2902.0
5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,2915.0
3.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2903.0
5.0,5.0,4.0,3.0,5.0,4.0,5.0,6.0,4.0,2911.0
1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2912.0
8.0,6.0,7.0,6.0,8.0,8.0,9.0,9.0,9.0,2905.0
5.0,5.0,4.0,3.0,5.0,3.0,5.0,6.0,3.0,2913.0
3.0,,3.0,4.0,5.0,4.0,4.0,3.0,5.0,2906.0
5.0,,5.0,7.0,10.0,9.0,9.0,5.0,9.0,2907.0
6.0,7.0,4.0,7.0,10.0,6.0,9.0,7.0,7.0,2902.0
5.0,7.0,3.0,6.0,5.0,3.0,5.0,5.0,5.0,2915.0
3.0,7.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,2903.0
4.0,7.0,4.0,5.0,7.0,3.0,5.0,6.0,4.0,2911.0
2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2912.0
6.0,7.0,2.0,7.0,9.0,7.0,8.0,7.0,8.0,2905.0
3.0,7.0,2.0,3.0,2.0,1.0,5.0,6.0,2.0,2913.0
3.0,6.0,1.0,5.0,6.0,3.0,5.0,5.0,5.0,2906.0
3.0,6.0,4.0,8.0,8.0,8.0,7.0,4.0,7.0,2907.0
9.0,8.0,,10.0,10.0,8.0,9.0,8.0,10.0,2902.0
4.0,5.0,,5.0,6.0,4.0,5.0,8.0,5.0,2915.0
1.0,6.0,,4.0,5.0,1.0,2.0,3.0,3.0,2903.0
5.0,5.0,,5.0,6.0,4.0,5.0,5.0,5.0,2911.0
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2912.0
10.0,9.0,,9.0,10.0,9.0,9.0,9.0,10.0,2905.0
6.0,6.0,,6.0,7.0,5.0,5.0,7.0,5.0,2913.0
3.0,5.0,,4.0,9.0,5.0,,4.0,4.0,2906.0
5.0,5.0,,6.0,10.0,8.0,9.0,5.0,9.0,2907.0
8.0,5.0,7.0,,8.0,,8.0,8.0,8.0,2902.0
7.0,6.0,6.0,,5.0,,5.0,6.0,4.0,2915.0
6.0,7.0,5.0,,5.0,,4.0,5.0,4.0,2903.0
7.0,6.0,6.0,,7.0,,5.0,6.0,4.0,2911.0
3.0,8.0,4.0,,3.0,,3.0,3.0,3.0,2912.0
6.0,6.0,6.0,,7.0,,8.0,7.0,8.0,2905.0
6.0,7.0,6.0,,5.0,,5.0,5.0,4.0,2913.0
4.0,7.0,6.0,,5.0,,5.0,6.0,4.0,2906.0
5.0,4.0,7.0,,9.0,,9.0,8.0,8.0,2907.0
8.0,7.0,8.0,9.0,10.0,9.0,10.0,7.0,10.0,2902.0
4.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,2915.0
4.0,2.0,6.0,3.0,2.0,2.0,1.0,5.0,0.0,2903.0
4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,2911.0
5.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,2912.0
5.0,6.0,4.0,,8.0,7.0,7.0,6.0,7.0,2905.0
4.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,2913.0
4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2906.0
3.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,2907.0
6.0,6.0,7.0,7.0,9.0,6.0,6.0,6.0,6.0,2902.0
4.0,4.0,3.0,3.0,6.0,3.0,3.0,3.0,4.0,2915.0
2.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2903.0
5.0,6.0,4.0,4.0,6.0,3.0,3.0,4.0,3.0,2911.0
0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2912.0
6.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,2905.0
4.0,5.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,2913.0
2.0,4.0,1.0,3.0,5.0,4.0,1.0,1.0,4.0,2906.0
5.0,7.0,6.0,8.0,9.0,8.0,7.0,4.0,7.0,2907.0
10.0,6.0,8.0,10.0,10.0,9.0,9.0,9.0,10.0,2902.0
5.0,1.0,2.0,3.0,4.0,0.0,5.0,5.0,5.0,2915.0
2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,2903.0
,5.0,4.0,7.0,6.0,5.0,6.0,6.0,6.0,2911.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2912.0
10.0,,6.0,10.0,10.0,10.0,10.0,9.0,10.0,2905.0
4.0,2.0,2.0,,3.0,1.0,4.0,4.0,2.0,2913.0
1.0,,0.0,,6.0,3.0,4.0,3.0,9.0,2906.0
,,,10.0,10.0,10.0,10.0,,10.0,2907.0
6.0,7.0,9.0,7.0,10.0,8.0,9.0,7.0,9.0,2902.0
4.0,4.0,5.0,4.0,7.0,4.0,4.0,5.0,5.0,2915.0
3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2903.0
6.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,2911.0
2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2912.0
5.0,5.0,7.0,5.0,7.0,10.0,7.0,5.0,7.0,2905.0
4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,2913.0
3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2906.0
5.0,5.0,7.0,8.0,9.0,9.0,8.0,6.0,6.0,2907.0
7.0,7.0,8.0,10.0,10.0,10.0,9.0,8.0,10.0,2902.0
4.0,7.0,4.0,1.0,7.0,1.0,4.0,3.0,4.0,2915.0
4.0,7.0,4.0,1.0,7.0,1.0,4.0,3.0,4.0,2903.0
4.0,7.0,4.0,2.0,9.0,2.0,4.0,3.0,5.0,2911.0
1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2912.0
8.0,8.0,4.0,7.0,9.0,7.0,6.0,8.0,7.0,2905.0
4.0,5.0,3.0,1.0,7.0,0.0,4.0,3.0,4.0,2913.0
2.0,6.0,3.0,1.0,7.0,1.0,4.0,2.0,4.0,2906.0
7.0,8.0,8.0,10.0,10.0,10.0,9.0,8.0,9.0,2907.0
8.0,8.0,7.0,8.0,9.0,7.0,8.0,7.0,8.0,2902.0
5.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,2915.0
4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2903.0
6.0,4.0,5.0,5.0,6.0,3.0,5.0,4.0,3.0,2911.0
1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2912.0
